year,name_canonical,position,sector,role_type,elected_year
2025,Jayne Francis-Headon,"NEC Members, Wales, FE",FE,regional,2025
2025,Estelle Hart,"NEC Members, Wales, HE",HE,regional,2024
2025,Ann Gow,UCU Scotland Honorary Secretary,HE,regional,2025
2025,Chris O'Donnell,UCU Scotland President,HE,regional,2025
2025,Duncan Moore,"UK NEC Members, FE",FE,uk_nec,2024
2025,Janet Farrar,"UK NEC Members, FE",FE,uk_nec,2024
2025,Linda Littler,"UK NEC Members, FE",FE,uk_nec,2025
2025,Marco Tesei,"UK NEC Members, FE",FE,uk_nec,2025
2025,Naina Kent,"UK NEC Members, FE",FE,uk_nec,2024
2025,Ann Gow,"UK NEC Members, HE",HE,uk_nec,2024
2025,Donna Brown,"UK NEC Members, HE",HE,uk_nec,2024
2025,Grant Buttars,"UK NEC Members, HE",HE,uk_nec,2024
2025,Marian Mayer,"UK NEC Members, HE",HE,uk_nec,2024
2025,Mark Pendleton,"UK NEC Members, HE",HE,uk_nec,2025
2025,Richard Wild,"UK NEC Members, HE",HE,uk_nec,2025
2025,Saira Weiner,"UK NEC Members, HE",HE,uk_nec,2024
2025,Sophia Woodman,"UK NEC Members, HE",HE,uk_nec,2025
2025,Maxine Looby,Immediate Past President,FE,vp_chain,2022
2025,Maria Chondrogianni,President,HE,vp_chain,2023
2025,Dyfrig Jones,Vice-President,HE,vp_chain,2025
2025,Safia Flissi,"Representatives of Women Members, FE",FE,women,2024
2025,Suzi Toole,"Representatives of Women Members, FE",FE,women,2024
2025,Jo Edge,"Representatives of Women Members, HE",HE,women,2024
2025,Julie Hearn,"Representatives of Women Members, HE",HE,women,2024
2025,Lesley Kane,"Representatives of Women Members, HE",HE,women,2024
2026,Pauline Rattery,Representatives of Black Members,FE,equality,2025
2026,Victoria Showunmi,Representatives of Black Members,HE,equality,2025
2026,Andrew Ward,"Representatives of Casually Employed Members, FE",FE,equality,2025
2026,Pat Roche,"Representatives of Disabled Members, FE",FE,equality,2025
2026,Bijan Parsia,"Representatives of Disabled Members, HE",HE,equality,2025
2026,Peter Evans,"Representatives of LGBT+ Members, FE",FE,equality,2025
2026,Matilda Fitzmaurice,"Representatives of LGBT+ Members, HE",HE,equality,2025
2026,Ariane Bogain,Representatives of Migrant Members,HE,equality,2025
2026,Vivek Thuppil,Representatives of Migrant Members,HE,equality,2025
2026,Andrew Feeney,Honorary Treasurer,national,officer,2025
2026,Regine Pilling,"NEC Members, London and the East, FE",FE,regional,2026
2026,Sean Vernell,"NEC Members, London and the East, FE",FE,regional,2026
2026,Anastasia Christou,"NEC Members, London and the East, HE",HE,regional,2026
2026,Bianca De Haan,"NEC Members, London and the East, HE",HE,regional,2026
2026,Christina Jessika Marie Paine,"NEC Members, London and the East, HE",HE,regional,2026
2026,Michael Abberton,"NEC Members, London and the East, HE",HE,regional,2026
2026,Sean Wallis,"NEC Members, London and the East, HE",HE,regional,2026
2026,Alison Greaves,"NEC Members, Midlands, FE",FE,regional,2025
2026,Caroline Proctor,"NEC Members, Midlands, HE",HE,regional,2025
2026,Chris Pritchard,"NEC Members, Midlands, HE",HE,regional,2025
2026,Rhiannon Lockley,"NEC Members, Midlands, HE",HE,regional,2025
2026,Matt Perry,"NEC Members, North East, HE",HE,regional,2026
2026,Susan Fitzpatrick,"NEC Members, North East, HE",HE,regional,2026
2026,Terry Murphy,"NEC Members, North East, HE",HE,regional,2026
2026,Andrew Oldham,"NEC Members, North West, FE",FE,regional,2026
2026,Stuart David Bond,"NEC Members, North West, FE",FE,regional,2025
2026,J. Michelle Coghlan,"NEC Members, North West, HE",HE,regional,2025
2026,Peta Bulmer,"NEC Members, North West, HE",HE,regional,2025
2026,John Fones,"NEC Members, South, FE",FE,regional,2025
2026,Aris Katzourakis,"NEC Members, South, HE",HE,regional,2025
2026,Denis A Nicole,"NEC Members, South, HE",HE,regional,2025
2026,Ellen Owens,"NEC Members, South, HE",HE,regional,2025
2026,Jackie Grant,"NEC Members, South, HE",HE,regional,2025
2026,Jayne Francis-Headon,"NEC Members, Wales, FE",FE,regional,2025
2026,Ann Gow,UCU Scotland Honorary Secretary,HE,regional,2025
2026,Chris O'Donnell,UCU Scotland President,HE,regional,2025
2026,Duncan Moore,"UK NEC Members, FE",FE,uk_nec,2026
2026,Jill Kennedy-McNeil,"UK NEC Members, FE",FE,uk_nec,2026
2026,Linda Littler,"UK NEC Members, FE",FE,uk_nec,2025
2026,Marco Tesei,"UK NEC Members, FE",FE,uk_nec,2025
2026,Maria Vasquez-Aguilar,"UK NEC Members, FE",FE,uk_nec,2026
2026,Alex Prichard,"UK NEC Members, HE",HE,uk_nec,2026
2026,Gillian Jack,"UK NEC Members, HE",HE,uk_nec,2026
2026,Jo Taplin-Green,"UK NEC Members, HE",HE,uk_nec,2026
2026,Marion Hersh,"UK NEC Members, HE",HE,uk_nec,2026
2026,Matthew J. Barnard,"UK NEC Members, HE",HE,uk_nec,2026
2026,Richard Wild,"UK NEC Members, HE",HE,uk_nec,2025
2026,Sophia Woodman,"UK NEC Members, HE",HE,uk_nec,2025
2026,Maria Chondrogianni,Immediate Past President,HE,vp_chain,2023
2026,Dyfrig Jones,President,HE,vp_chain,2025
2026,Mark Pendleton,Vice-President,HE,vp_chain,2026
2026,Suzi Toole,Vice-President,FE,vp_chain,2026
2026,Maxine Looby,"Representatives of Women Members, FE",FE,women,2026
2026,Safia Flissi,"Representatives of Women Members, FE",FE,women,2026
2026,Deepa Govindarajan Driver,"Representatives of Women Members, HE",HE,women,2026
2026,Poppy Gerard-Abbott,"Representatives of Women Members, HE",HE,women,2026
2026,Rhian Elinor Keyse,"Representatives of Women Members, HE",HE,women,2026
