contest_id,year,raw_name,canonical,notes
2010|UK national|UK-elected FE,2010,UK-elected FE,"UK NEC Members, FE",
2012|UK national|NEC,2012,NEC,"UK NEC Members, FE",
2013|UK national|UK Further Education NEC Members,2013,UK Further Education NEC Members,"UK NEC Members, FE",
2014|UK national|UK Further Education Members,2014,UK Further Education Members,"UK NEC Members, FE",
2015|UK national|UK-Elected FE NEC Members,2015,UK-Elected FE NEC Members,"UK NEC Members, FE",
2016|UK national|UK-Elected NEC-FE,2016,UK-Elected NEC-FE,"UK NEC Members, FE",
2017|UK national|UK-Elected members FE,2017,UK-Elected members FE,"UK NEC Members, FE",
2018|UK national|UK-elected members FE,2018,UK-elected members FE,"UK NEC Members, FE",
2019|UK national|UK-Elected NEC Members of the Further Education,2019,UK-Elected NEC Members of the Further Education,"UK NEC Members, FE",
2020|UK national|UK-NEC Members-FE Sector,2020,UK-NEC Members-FE Sector,"UK NEC Members, FE",
2020/cv|UK national|UK-NEC Member FE Sector-Casual Vacancy,2020,UK-NEC Member FE Sector-Casual Vacancy,"UK NEC Members, FE",
2021|UK national|UK-Elected NEC Members - Further Education Sector,2021,UK-Elected NEC Members - Further Education Sector,"UK NEC Members, FE",
2021/cv|casual vacancy|UK-Elected NEC Member Further Education Sector (Casual Vacancy),2021,UK-Elected NEC Member Further Education Sector (Casual Vacancy),"UK NEC Members, FE",
"2022|UK national|UK-Elected NEC Members, Further Education",2022,"UK-Elected NEC Members, Further Education","UK NEC Members, FE",
"2023|UK national|UK-elected NEC members, further education",2023,"UK-elected NEC members, further education","UK NEC Members, FE",
"2024|UK national|UK Elected NEC Members, Further Education",2024,"UK Elected NEC Members, Further Education","UK NEC Members, FE",
"2025|UK national|UK Elected NEC Members, Further Education",2025,"UK Elected NEC Members, Further Education","UK NEC Members, FE",
"2026|UK national|UK Elected Members, Further Education",2026,"UK Elected Members, Further Education","UK NEC Members, FE",
2007|UK national|UCU - NEC-Higher Education,2007,UCU - NEC-Higher Education,"UK NEC Members, HE",
2009|UK national|UCU-Higher Education UK,2009,UCU-Higher Education UK,"UK NEC Members, HE",
2010|UK national|UK-elected HE,2010,UK-elected HE,"UK NEC Members, HE",
2011|UK national|UK Higher Education NEC Members,2011,UK Higher Education NEC Members,"UK NEC Members, HE",
2012|UK national|HE UK-Elected NEC,2012,HE UK-Elected NEC,"UK NEC Members, HE",
2013|UK national|UK Higher Education Members,2013,UK Higher Education Members,"UK NEC Members, HE",
2014|UK national|UK Higher Education Members,2014,UK Higher Education Members,"UK NEC Members, HE",
2015|UK national|UK-Elected HE NEC Members,2015,UK-Elected HE NEC Members,"UK NEC Members, HE",
2016|UK national|UK-Elected NEC- HE,2016,UK-Elected NEC- HE,"UK NEC Members, HE",
2017|UK national|UK NEC Members HE,2017,UK NEC Members HE,"UK NEC Members, HE",
2018/cv|UK national|UK-Elected member HE (casual vacancy),2018,UK-Elected member HE (casual vacancy),"UK NEC Members, HE",
2018|UK national|UK-elected members HE,2018,UK-elected members HE,"UK NEC Members, HE",
2019|UK national|UK-Elected NEC Members of the Higher Education,2019,UK-Elected NEC Members of the Higher Education,"UK NEC Members, HE",
2020|UK national|UK-NEC Members-HE Sector,2020,UK-NEC Members-HE Sector,"UK NEC Members, HE",
2020/cv|UK national|UK-NEC Member HE Sector- casual vacancy,2020,UK-NEC Member HE Sector- casual vacancy,"UK NEC Members, HE",
2021|UK national|UK-Elected NEC Members - Higher Education Sector,2021,UK-Elected NEC Members - Higher Education Sector,"UK NEC Members, HE",
"2022|UK national|UK-Elected NEC Members, Higher Education",2022,"UK-Elected NEC Members, Higher Education","UK NEC Members, HE",
"2023|UK national|UK-elected NEC members, higher education",2023,"UK-elected NEC members, higher education","UK NEC Members, HE",
"2024|UK national|UK Elected NEC Members, Higher Education",2024,"UK Elected NEC Members, Higher Education","UK NEC Members, HE",
"2025|UK national|UK Elected NEC Members, Higher Education",2025,"UK Elected NEC Members, Higher Education","UK NEC Members, HE",
2025/cv|casual vacancy|UK-Elected Higher Education,2025,UK-Elected Higher Education,"UK NEC Members, HE",
"2026|UK national|UK Elected Members, Higher Education",2026,"UK Elected Members, Higher Education","UK NEC Members, HE",
2020/cv|casual vacancy|Vice-President,2020,Vice-President,Vice-President HE (Casual Vacancy),2020 CV - Justine Mercer elected
2009|UK national|UCU-Vice-President,2009,UCU-Vice-President,"Vice-President, HE",Terry Hoad elected; odd year → HE
2010|UK national|Vice-President,2010,Vice-President,"Vice-President, FE",Kathy Taylor elected; even year → FE
2014|UK national|Vice-President from the further education sector,2014,Vice-President from the further education sector,"Vice-President, FE",
2016|UK national|Vice President - FE,2016,Vice President - FE,"Vice-President, FE",
2018|UK national|Vice President from the FE,2018,Vice President from the FE,"Vice-President, FE",
2020|UK national|Vice President becoming President 2022-23,2020,Vice President becoming President 2022-23,"Vice-President, FE",Janet Farrar elected; even year → FE
2023|UK national|Vice President,2023,Vice President,"Vice-President, HE",Maria Chondrogianni elected; odd year → HE
2025|UK national|Vice President (becoming President in 2027-28),2025,Vice President (becoming President in 2027-28),"Vice-President, HE",Dyfrig Jones elected; odd year → HE
2026|UK national|Vice-President from the further education sector,2026,Vice-President from the further education sector,"Vice-President, FE",
2011|UK national|Vice President,2011,Vice President,"Vice-President, HE",from hevp filename
2012|UK national|Vice,2012,Vice,"Vice-President, FE",John McCormack elected; even year → FE
2013|UK national|Vice president from the higher education sector,2013,Vice president from the higher education sector,"Vice-President, HE",
2017|UK national|Vice President from the HE sector,2017,Vice President from the HE sector,"Vice-President, HE",
2019|UK national|Vice President from the Higher Education Sector,2019,Vice President from the Higher Education Sector,"Vice-President, HE",
2022|UK national|Vice President (becoming President in 2024-2025),2022,Vice President (becoming President in 2024-2025),"Vice-President, FE",Maxine Looby elected; even year → FE
2024|UK national|Vice-President,2024,Vice-President,"Vice-President, FE",David Hunter elected; even year → FE
2026/cv|UK national|Vice-President (Casual Vacancy),2026,Vice-President (Casual Vacancy),"Vice-President, HE",user confirmed HE CV
2012|UK national|Wales VP,2012,Wales VP,"Vice-President, UCU Wales",
